antecedents,consequents,support,confidence,lift
"MED_aspirin, DX_R06.02",MED_atorvastatin,0.036924723510524435,0.8771186440677966,2.389274596036962
"DX_J45.909, MED_atorvastatin",MED_aspirin,0.03781662504459508,0.848,2.3876885986941234
"DX_Z79.4, MED_atorvastatin",MED_aspirin,0.036924723510524435,0.8448979591836734,2.3789542738240446
"DX_I48.91, MED_atorvastatin",MED_aspirin,0.03763824473778095,0.844,2.3764259166248114
"MED_atorvastatin, DX_M79.1",MED_aspirin,0.03728148412415269,0.8393574297188755,2.3633539683596263
"MED_aspirin, DX_M79.1",MED_atorvastatin,0.03728148412415269,0.867219917012448,2.3623104250591758
"MED_aspirin, DX_J45.909",MED_atorvastatin,0.03781662504459508,0.8653061224489796,2.357097241228853
"MED_aspirin, DX_I48.91",MED_atorvastatin,0.03763824473778095,0.8647540983606558,2.3555935254663924
"MED_aspirin, DX_I25.10",MED_atorvastatin,0.03264359614698537,0.8632075471698113,2.3513807140106713
"MED_aspirin, DX_K59.0",MED_atorvastatin,0.0392436674991081,0.8627450980392157,2.350121000781265
"MED_aspirin, DX_Z79.4",MED_atorvastatin,0.036924723510524435,0.8624999999999999,2.349453352769679
"MED_aspirin, DX_N39.0",MED_atorvastatin,0.03424901890831252,0.8609865470852017,2.34533070114657
"MED_aspirin, DX_E03.9",MED_atorvastatin,0.03460577952194078,0.8584070796460178,2.3383042218151484
"MED_aspirin, DX_E78.5",MED_atorvastatin,0.03870852657866571,0.857707509881423,2.3363985910569762
"MED_atorvastatin, DX_R06.02",MED_aspirin,0.036924723510524435,0.8279999999999998,2.3313751883475633
"MED_aspirin, DX_G47.33",MED_atorvastatin,0.03888690688547984,0.8549019607843137,2.3287562644105257
"MED_aspirin, DX_R07.89",MED_atorvastatin,0.03888690688547984,0.8482490272373541,2.3106336475668643
"MED_atorvastatin, DX_N39.0",MED_aspirin,0.03424901890831252,0.8205128205128205,2.3102937578075697
"DX_Z87.891, MED_atorvastatin",MED_aspirin,0.035319300749197285,0.818181818181818,2.3037304232683433
"MED_aspirin, DX_R50.9",MED_atorvastatin,0.03585444166963967,0.8410041841004184,2.290898666699196
"DX_K59.0, MED_atorvastatin",MED_aspirin,0.0392436674991081,0.8118081180811807,2.2857841838086883
"MED_aspirin, DX_Z87.891",MED_atorvastatin,0.035319300749197285,0.8319327731092436,2.2661881078962196
"MED_atorvastatin, DX_R07.89",MED_aspirin,0.03888690688547984,0.8044280442804427,2.2650043275922456
"DX_R50.9, MED_atorvastatin",MED_aspirin,0.03585444166963967,0.8007968127490039,2.254779976027582
"MED_atorvastatin, DX_E03.9",MED_aspirin,0.03460577952194078,0.7950819672131149,2.238688853941096
"DX_I25.10, MED_atorvastatin",MED_aspirin,0.03264359614698537,0.7922077922077921,2.2305961241169676
DX_E78.5,MED_aspirin,0.04513021762397431,0.4009508716323296,1.1289455481521042
DX_M79.1,MED_albuterol,0.06100606493043168,0.5213414634146342,1.0856761678686624
DX_J18,MED_albuterol,0.04958972529432751,0.5119705340699816,1.0661615208010093
DX_U07.1,MED_albuterol,0.053335711737424185,0.5085034013605442,1.0589413328481465
DX_K21.9,MED_albuterol,0.05262219051016768,0.5042735042735043,1.0501327135799647
"MED_aspirin, DX_Z79.4",MED_albuterol,0.021584017124509455,0.5041666666666667,1.049910227835562
"MED_atorvastatin, DX_M79.1",MED_albuterol,0.022297538351765966,0.5020080321285141,1.045414943578176
"MED_aspirin, DX_R07.89",MED_albuterol,0.023011059579022476,0.5019455252918288,1.045284775180532
DX_R07.89,MED_albuterol,0.06154120585087406,0.4978354978354978,1.0367257804107728
DX_I48.91,MED_albuterol,0.06100606493043168,0.4942196531791908,1.0291959048003505
DX_R06.02,MED_albuterol,0.05993578308954691,0.49122807017543857,1.022966033210813
DX_I10,MED_albuterol,0.0476275419193721,0.4908088235294118,1.0220929660868805
DX_Z79.4,MED_albuterol,0.05868712094184802,0.49031296572280175,1.021060358782328
"DX_Z79.4, MED_atorvastatin",MED_albuterol,0.021405636817695327,0.489795918367347,1.0199836249507233
DX_E78.5,MED_albuterol,0.05476275419193721,0.4865293185419969,1.0131810400246786
"MED_aspirin, DX_M79.1",MED_albuterol,0.020870495897252945,0.4854771784232365,1.0109899934029212
DX_R50.9,MED_albuterol,0.05690331787370674,0.48333333333333334,1.0065255076770678
DX_F41.9,MED_albuterol,0.04941134498751338,0.4784110535405872,0.9962750245722629
DX_J44,MED_albuterol,0.04655726007848734,0.47802197802197804,0.9954647878124847
DX_D64.9,MED_albuterol,0.05690331787370674,0.4775449101796407,0.9944713099803364
DX_K59.0,MED_albuterol,0.05993578308954691,0.47727272727272724,0.9939044981764149
DX_G47.33,MED_albuterol,0.057260078487335,0.4762611275964392,0.9917978756707422
DX_J45.909,MED_albuterol,0.05797359971459151,0.47514619883040937,0.989476073790221
DX_N18,MED_albuterol,0.0476275419193721,0.473404255319149,0.98584853466536
"MED_atorvastatin, DX_R07.89",MED_albuterol,0.022832679272208348,0.4723247232472324,0.9836004452169335
DX_I25.10,MED_albuterol,0.05547627541919372,0.47192716236722304,0.9827725379757253
"MED_aspirin, DX_K59.0",MED_albuterol,0.021405636817695327,0.4705882352941177,0.9799842671095185
"MED_aspirin, DX_E78.5",MED_albuterol,0.0212272565108812,0.47035573122529645,0.9795000851593655
"MED_atorvastatin, DX_G47.33",MED_albuterol,0.020692115590438816,0.4696356275303644,0.9780004932894587
DX_E11,MED_albuterol,0.04352479486264716,0.46564885496183206,0.9696981727028345
DX_N39.0,MED_albuterol,0.05369247235105244,0.4609494640122511,0.9599118481622139
DX_E03.9,MED_albuterol,0.05476275419193721,0.45616641901931654,0.9499513168730641
"DX_K59.0, MED_atorvastatin",MED_albuterol,0.02176239743132358,0.4501845018450184,0.9374941743473897
DX_I50,MED_albuterol,0.0444166963967178,0.447841726618705,0.9326154232631725
"MED_atorvastatin, DX_I50",MED_albuterol,0.0444166963967178,0.447841726618705,0.9326154232631725
"MED_aspirin, MED_atorvastatin, DX_I50",MED_albuterol,0.044059935783089546,0.44584837545126355,0.9284643360994738
"MED_aspirin, DX_I50",MED_albuterol,0.044059935783089546,0.44584837545126355,0.9284643360994738
"DX_I21, MED_atorvastatin",MED_albuterol,0.04548697823760257,0.44194107452339687,0.9203275125476088
DX_I21,MED_albuterol,0.04548697823760257,0.44194107452339687,0.9203275125476088
"MED_aspirin, DX_I21, MED_atorvastatin",MED_albuterol,0.04513021762397431,0.44,0.9162852897473996
"MED_aspirin, DX_I21",MED_albuterol,0.04513021762397431,0.44,0.9162852897473996
DX_Z87.891,MED_albuterol,0.053335711737424185,0.43841642228739,0.9129875421036806
